date,jpm_daily_return,jpm_rolling_vol_5d,jpm_rolling_vol_20d,jpm_rolling_vol_60d,jpm_return_5d_sum,jpm_return_20d_sum,vix_level,vix_change,vix_return,vix_rolling_mean_20d,vix_jpm_corr_20d,dgs1_rate,dgs1_rate_change,dgs1_rate_momentum_20d,jpm_log_volume,jpm_dividend_amount,dividend_event_flag,dividend_growth_yoy,sentiment_score_0_1,market_stress_score_0_1,jpm_return_outlier_iqr,vix_level_outlier_iqr,jpm_daily_return_lag_1,jpm_daily_return_lag_5,jpm_daily_return_lag_20,jpm_rolling_vol_20d_lag_1,jpm_rolling_vol_20d_lag_5,jpm_rolling_vol_20d_lag_20,vix_level_lag_1,vix_level_lag_5,vix_level_lag_20,dgs1_rate_lag_1,dgs1_rate_lag_5,dgs1_rate_lag_20
2018-07-09,0.0309438303309579,0.2524855028410122,0.1828394733313815,0.1960490921328019,0.0345498793837653,-0.029658954144428748,12.69,-0.6799999999999997,-0.0508601346297681,14.273,-0.323174184276223,2.34,0.0,0.04,16.447457022339893,0.0,0,0.0,0.9103333333333332,0.0896666666666666,0,0,0.0032779776212668,-0.0069570899389178,0.0027980971934473,0.1400686335604159,0.155582616193269,0.2293052859543328,13.37,16.09,12.18,2.34,2.33,2.3
2018-07-10,-0.0061519252450495,0.2677840091124508,0.1835717102900657,0.1884076288870586,0.019968906030342008,-0.03330623227105355,12.64,-0.0499999999999989,-0.0039401103230889,14.2875,-0.3193403612376562,2.36,0.02,0.04,16.49488010647198,0.0,0,0.0,0.912,0.088,0,0,0.0309438303309579,0.008445510840789,-0.002520466456368,0.1828394733313815,0.1597370661709694,0.2291779422021597,12.69,15.6,12.35,2.34,2.34,2.32
2018-07-11,-0.0021574761992457,0.2273819891388153,0.1829406871714173,0.1884381351452884,0.031897352565876204,-0.02967485874197915,13.63,0.9900000000000002,0.0783227848101266,14.352,-0.31903624909418,2.36,0.0,0.0499999999999998,16.136573970373234,0.0,0,0.0,0.879,0.121,0,0,-0.0061519252450495,-0.0139894783969731,-0.0057744438713235,0.1835717102900657,0.1653039864848145,0.2296103961082915,12.64,16.14,12.34,2.36,2.33,2.31
2018-07-12,0.0043235690030152,0.2278409221918311,0.1840739450716666,0.1886940465269989,0.029730855572097606,-0.02336212013802925,12.58,-1.0500000000000007,-0.0770359501100513,14.334,-0.3335027407453263,2.39,0.0300000000000002,0.04,16.337777296786786,0.0,0,0.0,0.914,0.0859999999999999,0,0,-0.0021574761992457,0.006501791700509,-0.0019964937217028,0.1829406871714173,0.1405009586809272,0.2285208011055483,13.63,14.97,12.94,2.36,2.32,2.35
2018-07-13,-0.0045857065266724,0.2401728094805759,0.1739406909504374,0.1882199645898993,0.021861985673861606,-0.010159993482415051,12.18,-0.4000000000000003,-0.0317965023847377,14.336999999999998,-0.4081630056516224,2.37,-0.02,0.02,16.873705809580734,0.0,0,0.0,0.9273333333333332,0.0726666666666666,0,0,0.0043235690030152,0.0032779776212668,-0.0176409241632439,0.1840739450716666,0.1400686335604159,0.2351520623488568,12.58,13.37,12.12,2.39,2.34,2.35
2018-07-16,0.039676430693575,0.2983453656532626,0.2231353297673633,0.1997792168536412,0.030296803299450708,0.02995369409232125,12.83,0.6500000000000004,0.0533661740558293,14.379500000000002,-0.243832571799959,2.39,0.02,0.04,17.020798524590987,0.0,0,0.0,0.9056666666666666,0.0943333333333333,1,0,-0.0045857065266724,0.0309438303309579,-0.0012034224694851,0.1739406909504374,0.1828394733313815,0.2351598527622988,12.18,12.69,11.98,2.37,2.34,2.35
2018-07-17,-0.0007232996772393,0.2865502374615454,0.2232300400104492,0.1997333746659346,0.03574416822077701,0.026638397810038152,12.06,-0.7699999999999996,-0.0600155884645362,14.367,-0.2365315255944872,2.39,0.0,0.04,16.511616442210578,0.0,0,0.0,0.9313333333333332,0.0686666666666666,0,0,0.039676430693575,-0.0061519252450495,0.002595096345886,0.2231353297673633,0.1835717102900657,0.2297037170451847,12.83,12.64,12.31,2.39,2.36,2.35
2018-07-18,0.0093212398689637,0.2743888908529953,0.2232378341205557,0.2003816967511756,0.04718204032423761,0.04175738554091385,12.1,0.0399999999999991,0.0033167495854062,14.3045,-0.2152278753209343,2.43,0.04,0.0900000000000003,16.471909576083046,0.0,0,0.0,0.93,0.0699999999999999,0,0,-0.0007232996772393,-0.0021574761992457,-0.0058238975067352,0.2232300400104492,0.1829406871714173,0.2267727736688283,12.06,13.63,13.35,2.39,2.36,2.34
2018-07-19,-0.0147046559685846,0.3256914577679767,0.2311216015076712,0.2024947673251957,0.028053949994910912,0.027036614723161892,12.87,0.7699999999999996,0.0636363636363637,14.3085,-0.2497021899119789,2.4,-0.0300000000000002,0.04,16.635418184029145,0.0,0,0.0,0.9043333333333332,0.0956666666666666,0,0,0.0093212398689637,0.0043235690030152,-9.306594865843287e-05,0.2232378341205557,0.1840739450716666,0.2240153911934648,12.1,12.58,12.79,2.43,2.39,2.36
2018-07-20,0.0126489589696336,0.3144031534285965,0.2343959777186996,0.2039514408623735,0.04521983227602291,0.039885063356960695,12.86,-0.0099999999999997,-0.0007770007770007,14.2195,-0.2525114342934438,2.41,0.0100000000000002,0.0700000000000002,16.423968832319524,0.0,0,0.0,0.9046666666666668,0.0953333333333332,0,0,-0.0147046559685846,-0.0045857065266724,-0.000278780619774,0.2311216015076712,0.1739406909504374,0.2239966557907069,12.87,12.18,14.64,2.4,2.37,2.34
2018-07-23,0.0186017828845705,0.2071796424142835,0.2305986764771241,0.2073133315106514,0.02474117766035551,0.0748220545538654,12.62,-0.2400000000000002,-0.0186625194401244,14.162,-0.3171749052324293,2.42,0.0099999999999997,0.0899999999999998,16.713630057778055,0.0,0,0.0,0.9126666666666668,0.0873333333333332,0,0,0.0126489589696336,0.039676430693575,-0.0163706260800219,0.2343959777186996,0.2231353297673633,0.2275350451595557,12.86,12.83,13.77,2.41,2.39,2.33
